'Athlete 6','Countermovement Jump','9/22/2020 13:10','73.1','Trial 2','','37.3','0.67','718','1312','-1.7','-3.1','10','10.3','2729','1605','25.8','65.7','44.3
'Athlete 6','Countermovement Jump','9/22/2020 13:10','73.1','Trial 3','','37.8','0.69','718','1342','3.5','-1.0','-1','-0.7','2763','1615','25.7','90.8','11.6
'Athlete 13','Countermovement Jump','9/22/2020 13:09','67.2','Trial 1','','51.8','0.76','660','1260','-9.4','-1.4','5','4.6','3481','1661','43.1','63.6','35.6
'Athlete 13','Countermovement Jump','9/22/2020 13:09','67.2','Trial 2','','49.6','0.74','661','1199','9.3','2.6','-14','-14.0','3334','1766','44.1','45.2','-29.4
'Athlete 13','Countermovement Jump','9/22/2020 13:09','67.2','Trial 3','','48.8','0.71','660','1217','19.3','10.8','-2','-2.2','3278','1755','39.7','46.9','-47.2
'Athlete 14','Countermovement Jump','9/22/2020 10:52','62.4','Trial 1','','51.3','0.75','614','1314','3.9','4.6','-9','-8.8','3203','1594','28.5','43.0','-14.3
'Athlete 14','Countermovement Jump','9/22/2020 10:52','62.4','Trial 2','','58.6','0.75','612','1509','-8.2','-8.4','-2','-2.1','3660','1677','36.3','33.1','-15.5
'Athlete 14','Countermovement Jump','9/22/2020 10:52','62.4','Trial 3','','56.2','0.75','613','1383','-13.6','0.9','5','4.8','3505','1511','34.3','90.9','-4.9
'Athlete 0','Countermovement Jump','9/22/2020 10:51','67.4','Trial 1','','39.1','0.48','661','1134','23.5','28.3','8','7.8','2638','1314','26.5','73.0','13.1
'Athlete 0','Countermovement Jump','9/22/2020 10:51','67.4','Trial 2','','40.5','0.41','661','1098','24.5','26.9','16','16.4','2732','1027','26.6','95.9','2.0
'Athlete 0','Countermovement Jump','9/22/2020 10:51','67.4','Trial 3','','38.5','0.40','661','1082','13.9','22.1','12','11.9','2592','1086','26.2','77.9','38.3
'Athlete 15','Countermovement Jump','9/22/2020 10:50','64','Trial 1','','44.3','0.67','628','1159','-0.2','0.4','4','4.0','2838','1415','32.3','217.6','-3.5
'Athlete 15','Countermovement Jump','9/22/2020 10:50','64','Trial 2','','43.2','0.63','629','1128','-8.5','-2.8','6','5.5','2762','1581','31.8','71.7','29.8
'Athlete 15','Countermovement Jump','9/22/2020 10:50','64','Trial 3','','40.5','0.62','628','1103','5.5','4.6','0','0.2','2590','1544','32.3','61.3','-17.6
'Athlete 16','Countermovement Jump','9/22/2020 10:49','71.7','Trial 1','','43.8','0.82','705','1485','23.7','16.3','-2','-2.1','3143','1831','24.7','118.3','-18.8
'Athlete 16','Countermovement Jump','9/22/2020 10:49','71.7','Trial 2','','40.6','0.61','704','1273','15.5','11.2','4','4.0','2908','1497','25.4','131.0','32.2
'Athlete 16','Countermovement Jump','9/22/2020 10:49','71.7','Trial 3','','39.7','0.72','705','1329','9.1','6.3','0','0.1','2849','1700','25.2','75.9','-12.2
'Athlete 2','Countermovement Jump','9/22/2020 10:48','61','Trial 1','','50.2','0.70','599','1195','-19.0','-20.5','-8','-7.9','3064','1437','31.4','68.7','32.1
'Athlete 2','Countermovement Jump','9/22/2020 10:48','61','Trial 2','','48.0','0.74','599','1158','-3.8','-10.0','-16','-16.2','2929','1603','33.4','72.9','34.1
'Athlete 2','Countermovement Jump','9/22/2020 10:48','61','Trial 3','','46.7','0.74','600','1178','-14.0','-14.3','-11','-10.6','2849','1618','34.2','68.6','31.7
'Athlete 17','Countermovement Jump','9/22/2020 10:46','62.7','Trial 1','','47.1','0.70','616','1204','-9.0','-11.9','0','-0.3','2955','1249','29.1','70.5','-21.0
'Athlete 17','Countermovement Jump','9/22/2020 10:46','62.7','Trial 2','','47.3','0.65','615','1134','-16.3','-17.1','-9','-8.7','2966','1335','30.6','67.8','-17.4
'Athlete 17','Countermovement Jump','9/22/2020 10:46','62.7','Trial 3','','46.5','0.68','616','1141','-14.3','-16.5','1','1.3','2913','1264','30.9','81.4','-0.6
'Athlete 18','Countermovement Jump','9/22/2020 10:45','58.1','Trial 1','','43.6','0.36','570','847','-13.9','-15.4','0','0.4','2535','903','22.9','60.6','-16.0
'Athlete 18','Countermovement Jump','9/22/2020 10:45','58.1','Trial 2','','42.4','0.43','570','871','-8.4','0.0','-4','-4.1','2461','1050','23.6','62.8','15.0
'Athlete 18','Countermovement Jump','9/22/2020 10:45','58.1','Trial 3','','41.8','0.47','570','906','-13.1','-7.9','5','4.7','2431','1107','25.2','79.5','-3.9
'Athlete 19','Countermovement Jump','9/22/2020 10:44','61','Trial 1','','42.3','0.70','600','1177','-9.1','-3.1','-2','-2.0','2580','1613','30.8','35.6','-2.7
'Athlete 19','Countermovement Jump','9/22/2020 10:44','61','Trial 2','','42.4','0.71','598','1193','8.1','5.4','0','-0.2','2586','1673','29.3','42.2','-5.1
'Athlete 19','Countermovement Jump','9/22/2020 10:44','61','Trial 3','','41.8','0.67','599','1160','4.6','5.8','-1','-0.9','2549','1553','28.2','42.3','0.1
'Athlete 20','Countermovement Jump','9/22/2020 10:42','61','Trial 1','','48.0','0.86','598','1356','-15.7','-26.3','-12','-12.1','2926','1551','31.4','66.6','-0.8
'Athlete 20','Countermovement Jump','9/22/2020 10:42','61','Trial 2','','46.0','0.78','598','1271','-12.3','-18.8','-12','-11.8','2806','1457','29.7','76.5','-25.7
'Athlete 20','Countermovement Jump','9/22/2020 10:42','61','Trial 3','','42.4','0.66','599','1207','-11.9','-13.5','-5','-4.9','2584','1370','27.9','57.4','-1.3
'Athlete 21','Countermovement Jump','9/22/2020 10:42','62.9','Trial 1','','39.4','0.52','617','1148','12.7','11.5','2','2.4','2481','1286','24.3','37.5','8.5
'Athlete 21','Countermovement Jump','9/22/2020 10:42','62.9','Trial 2','','37.0','0.57','618','1104','4.1','-3.2','2','1.8','2326','1528','22.8','73.4','24.1
'Athlete 21','Countermovement Jump','9/22/2020 10:42','62.9','Trial 3','','39.6','0.51','617','1154','9.8','21.5','2','1.5','2493','1359','26.8','31.1','17.1
'Athlete 22','Countermovement Jump','9/22/2020 10:41','72','Trial 1','','41.9','0.64','706','1296','-6.3','-6.9','2','1.5','3020','1524','29.7','71.4','3.4
'Athlete 22','Countermovement Jump','9/22/2020 10:41','72','Trial 2','','40.1','0.58','706','1242','-10.7','-10.6','2','1.8','2888','1513','29.6','52.4','21.6
'Athlete 22','Countermovement Jump','9/22/2020 10:41','72','Trial 3','','39.6','0.57','707','1245','-8.0','-12.3','-5','-5.4','2853','1483','28.5','72.7','-29.8
'Athlete 23','Countermovement Jump','9/22/2020 09:58','65.2','Trial 1','','38.3','0.62','640','1097','-24.5','-22.7','-13','-12.5','2496','1407','26.3','73.5','-30.4
